PropertyName,MedianSale,MeanSale,StdSale,NSale,EOLSale,MOLSale,MedianRental,MeanRental,StdRental,NRental,EOLRent,MOLRent,NNaN,%toBreakEven,URL
Bukit Cheras Apartment (Block 8 & 10),190000.0,176000.0,17435.595774162695,5,0.0,0.0,750.0,750.0,50.0,2,2.0,0.0,0,97.70713913496613,https://www.propertyguru.com.my/condo/bukit-cheras-apartment-block-8-10-5621
Plaza Sinar Apartment,318000.0,322285.71428571426,6880.911187881312,14,0.0,0.0,1200.0,1306.842105263158,229.60039958655278,19,0.0,0.0,0,93.40556697179153,https://www.propertyguru.com.my/condo/plaza-sinar-apartment-5627
Desa Aman Flat (Cheras),984000.0,984000.0,516000.0,2,2.0,0.0,750.0,750.0,0.0,1,1.0,0.0,0,18.866215889881673,https://www.propertyguru.com.my/condo/desa-aman-flat-cheras-5603
Platinum Hill PV 2,540000.0,586868.4210526316,161213.84475165955,76,4.0,6.0,1600.0,1697.3333333333333,209.42673075697752,75,0.0,0.0,0,73.34066740007333,https://www.propertyguru.com.my/condo/platinum-hill-pv-2-5624
Bukit Cheras Apartment (Block 1 & 3),200000.0,201153.84615384616,21675.388928623648,13,0.0,3.0,700.0,733.3333333333334,47.14045207910317,3,0.0,0.0,0,86.63366336633663,https://www.propertyguru.com.my/condo/bukit-cheras-apartment-block-1-3-5618
Richmond @ Mont Kiara,750000.0,768800.0,109885.21283594077,30,8.0,1.0,3000.0,3000.0,0.0,2,2.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/richmond-mont-kiara-5630
Platinum Lake PV16,480000.0,491148.64864864864,58442.321399874956,74,7.0,6.0,2000.0,2028.892857142857,696.3765062955586,28,1.0,2.0,0,103.13531353135315,https://www.propertyguru.com.my/condo/platinum-lake-pv16-5639
Nova I,312000.0,312000.0,3000.0,2,2.0,0.0,1100.0,1096.4285714285713,74.31661445244575,14,5.0,0.0,0,87.26834221883728,https://www.propertyguru.com.my/condo/nova-i-5669
"NK Residences, North Kiara",690000.0,690000.0,0.0,1,1.0,0.0,2300.0,2300.0,0.0,1,1.0,0.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/nk-residences-north-kiara-14473
Serene Mont Kiara,4100000.0,3766666.6666666665,543650.2143433364,3,0.0,0.0,14000.0,16433.333333333332,7025.825376581902,15,3.0,0.0,0,84.5206471866699,https://www.propertyguru.com.my/condo/serene-mont-kiara-14462
Residensi Kerinchi,460000.0,460681.8181818182,11005.727284366589,22,0.0,0.0,2200.0,2202.0,261.3350340080717,25,0.0,0.0,0,118.3814033577271,https://www.propertyguru.com.my/condo/residensi-kerinchi-10150
Residensi Selayang Damai,280000.0,280000.0,0.0,1,1.0,0.0,1200.0,1266.6666666666667,249.44382578492943,3,0.0,0.0,0,106.08203677510608,https://www.propertyguru.com.my/condo/residensi-selayang-damai-16897
Apartment Dahlia,310000.0,311000.0,21071.307505705478,5,0.0,1.0,1200.0,1166.6666666666667,47.14045207910317,3,0.0,0.0,0,95.81603321622485,https://www.propertyguru.com.my/condo/apartment-dahlia-16418
Pangsapuri DBKL,195000.0,195000.0,0.0,4,4.0,0.0,815.0,815.0,15.0,2,2.0,0.0,0,103.45265295760346,https://www.propertyguru.com.my/condo/pangsapuri-dbkl-16512
Prima Tiara 1,349000.0,346333.3333333333,20499.322482029063,3,0.0,0.0,1100.0,1100.0,63.245553203367585,5,5.0,0.0,0,78.0163976283015,https://www.propertyguru.com.my/condo/prima-tiara-1-15309
Aman Putra Apartment,200000.0,197258.06451612903,17333.48008155815,31,0.0,0.0,825.0,825.0,75.0,2,2.0,0.0,0,102.10396039603961,https://www.propertyguru.com.my/condo/aman-putra-apartment-1405
Quarza,1200000.0,1200000.0,600000.0,2,2.0,0.0,2500.0,2525.0,319.1786333700926,4,0.0,0.0,0,51.567656765676574,https://www.propertyguru.com.my/condo/quarza-15299
"Impiana Sky Residensi, Bukit Jalil",501000.0,501000.0,0.0,1,1.0,0.0,1230.0,1234.2417582417581,165.17924600625318,91,0.0,0.0,0,60.7695500088931,https://www.propertyguru.com.my/condo/impiana-sky-residensi-bukit-jalil-15458
Villa Mutiara @ Mutiara Complex,270000.0,502142.85714285716,859525.8541065247,14,1.0,0.0,900.0,970.0,218.1742422927143,5,1.0,0.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/villa-mutiara-mutiara-complex-5738
Residensi Solaris Parq,1270000.0,1228920.0,318904.2640041052,26,0.0,0.0,3000.0,2825.0,363.14597615834873,4,0.0,0.0,1,58.470413970530906,https://www.propertyguru.com.my/condo/residensi-solaris-parq-9933
Mutiara Fadason,143000.0,147800.0,8885.943956609224,5,0.0,0.0,700.0,700.0,64.54972243679029,6,0.0,2.0,0,121.16596275012117,https://www.propertyguru.com.my/condo/mutiara-fadason-13517
Rimbun @ Embassy Row,5574562.0,9243659.372093024,7847459.19373601,44,9.0,0.0,16000.0,16014.285714285714,1989.0858666819827,21,0.0,0.0,1,71.0440755633171,https://www.propertyguru.com.my/condo/rimbun-embassy-row-5942
2 Hampshire,2100000.0,2566342.704225352,2852918.6409462118,71,2.0,1.0,8000.0,7965.789473684211,2213.9838248576484,38,0.0,7.0,0,94.29514380009428,https://www.propertyguru.com.my/condo/2-hampshire-29
202 DC (Desa Cahaya),1200000.0,1145555.5555555555,143429.1238913733,18,0.0,1.0,4000.0,3941.6666666666665,840.0975472460855,12,0.0,1.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/202-dc-desa-cahaya-30
Angkasa Condominiums,390000.0,397206.7931034483,21408.0728124556,29,0.0,4.0,1400.0,1416.2763157894738,221.80299453890743,228,5.0,17.0,0,88.85503935008886,https://www.propertyguru.com.my/condo/angkasa-condominiums-187
The Pines,545000.0,549000.0,11135.528725660044,5,0.0,1.0,2000.0,2083.3333333333335,279.3842435706702,6,1.0,0.0,0,90.83477155054956,https://www.propertyguru.com.my/condo/the-pines-134
Angkasa Impian 2,530000.0,523381.9024390244,88550.9448980187,41,0.0,4.0,2250.0,2159.2105263157896,611.4967899341116,38,0.0,1.0,0,105.08126284326546,https://www.propertyguru.com.my/condo/angkasa-impian-2-146
Palm Court Apartment,360000.0,324000.0,50911.68824543142,3,0.0,0.0,1550.0,1569.8,132.92163104626727,5,0.0,1.0,0,106.57315731573158,https://www.propertyguru.com.my/condo/palm-court-apartment-129
Segar Apartments,350000.0,317857.14285714284,61371.65136964081,28,0.0,0.0,950.0,875.8235294117648,158.66436469112205,17,0.0,1.0,0,67.18528995756718,https://www.propertyguru.com.my/condo/segar-apartments-177
Segar Courts,560000.0,583749.875,52841.29244832468,8,0.0,0.0,1900.0,1900.0,244.94897427831782,3,0.0,0.0,0,83.98161244695898,https://www.propertyguru.com.my/condo/segar-courts-178
Sri Bahagia Court,290000.0,378857.14285714284,171256.22288708526,7,0.0,1.0,800.0,804.7619047619048,21.295885499997993,21,21.0,0.0,0,68.28269033799931,https://www.propertyguru.com.my/condo/sri-bahagia-court-247
Suria Kipark Damansara,328000.0,327879.012345679,60994.67233575016,81,2.0,12.0,1100.0,1072.2222222222222,65.02611061510903,18,0.0,0.0,0,83.01134991547936,https://www.propertyguru.com.my/condo/suria-kipark-damansara-315
One Residency,994000.0,936534.6153846154,263413.36182204296,26,1.0,0.0,2500.0,2555.1020408163267,699.2886252645659,49,0.0,0.0,0,62.25471641731578,https://www.propertyguru.com.my/condo/one-residency-284
The Nomad SuCasa,525000.0,538318.1818181818,102060.31477141185,22,0.0,1.0,1800.0,1833.3333333333333,359.5264374969653,27,0.0,1.0,0,84.86562942008486,https://www.propertyguru.com.my/condo/the-nomad-sucasa-257
Nadia Parkhomes,1375000.0,1626472.2222222222,645986.346867723,36,0.0,0.0,2650.0,2788.8888888888887,809.5876103087498,18,0.0,2.0,0,47.7047704770477,https://www.propertyguru.com.my/condo/nadia-parkhomes-323
Idaman Residence @ KLCC,1417500.0,1454345.177777778,501130.5955229098,90,2.0,8.0,4000.0,3944.700787401575,948.6851100501557,127,7.0,21.0,0,69.84825466673651,https://www.propertyguru.com.my/condo/idaman-residence-klcc-266
Apartment Bustan Shamelin,330000.0,346000.0,24055.491403558288,3,0.0,0.0,1300.0,1305.0,15.0,10,10.0,0.0,0,97.5097509750975,https://www.propertyguru.com.my/condo/apartment-bustan-shamelin-213
1 Sentul,538000.0,544472.2222222222,38272.768177264334,36,0.0,1.0,1800.0,1763.5454545454545,196.60359917003444,22,9.0,0.0,0,82.81497294710884,https://www.propertyguru.com.my/condo/1-sentul-522
Anggun Puri,470000.0,479062.5,77783.32786497373,32,1.0,4.0,1399.0,1353.088888888889,128.35555170821786,45,1.0,6.0,0,73.67811249210028,https://www.propertyguru.com.my/condo/anggun-puri-505
The Maple Condominium,950000.0,1016379.3103448276,182108.79919529412,29,0.0,2.0,3200.0,4570.588235294118,2781.4014042612216,17,4.0,0.0,0,83.37675872850443,https://www.propertyguru.com.my/condo/the-maple-condominium-530
Amandari,590000.0,590680.0,18442.819741026586,25,1.0,4.0,1700.0,1690.0,101.9803902718557,5,1.0,0.0,0,71.32069139117301,https://www.propertyguru.com.my/condo/amandari-504
Changkat View Condominium,453950.0,478259.3209876543,87782.40662989636,162,5.0,0.0,1500.0,1496.2972972972973,198.59822244083492,111,0.0,1.0,0,81.79031362768396,https://www.propertyguru.com.my/condo/changkat-view-condominium-506
Sri Suajaya Condominiums,347500.0,355680.55555555556,45266.7484010335,72,5.0,10.0,1750.0,1524.9166666666667,341.97355120275347,12,0.0,0.0,0,124.65275304508867,https://www.propertyguru.com.my/condo/sri-suajaya-condominiums-529
Kondo Bukit Robson,945000.0,960450.0,206956.14873687614,20,0.0,0.0,2000.0,2210.5263157894738,628.1926764784539,19,0.0,1.0,0,52.386191000052385,https://www.propertyguru.com.my/condo/kondo-bukit-robson-541
Waizuri 2,380000.0,373333.3333333333,9428.090415820634,3,0.0,0.0,1600.0,1566.6666666666667,47.14045207910317,3,0.0,0.0,0,104.22094841063053,https://www.propertyguru.com.my/condo/waizuri-2-592
Astana,2000000.0,2000000.0,0.0,1,1.0,0.0,8500.0,8500.0,0.0,1,1.0,0.0,0,105.1980198019802,https://www.propertyguru.com.my/condo/astana-595
Dorchester Apartment,440500.0,428500.0,130177.76307803112,8,0.0,0.0,1175.0,1243.75,244.23029603224904,16,1.0,0.0,0,66.02533125049169,https://www.propertyguru.com.my/condo/dorchester-apartment-593
Mont Kiara Pines,820000.0,840976.8125,131842.20972571976,48,1.0,1.0,3000.0,2959.8720930232557,445.9823178399025,86,0.0,2.0,0,90.55783627143202,https://www.propertyguru.com.my/condo/mont-kiara-pines-602
"Teratai Mewah (Block 15,17,19,21)",220000.0,224666.66666666666,17707.499980391232,9,0.0,0.0,875.0,900.0,109.54451150103323,10,1.0,0.0,0,98.44734473447345,https://www.propertyguru.com.my/condo/teratai-mewah-block-15-17-19-21-589
Mayfair Apartment (Sri Hartamas),290000.0,285714.28571428574,25485.089678444674,14,1.0,1.0,1200.0,1193.3333333333333,92.85592184789414,15,0.0,0.0,0,102.42403550699898,https://www.propertyguru.com.my/condo/mayfair-apartment-sri-hartamas-594
Menara Hartamas,1180000.0,1180000.0,0.0,1,1.0,0.0,2200.0,2318.3333333333335,167.34860488081623,3,0.0,0.0,0,46.14868266487665,https://www.propertyguru.com.my/condo/menara-hartamas-600
Endah Regal Condominium,338000.0,341487.5,29885.19439036661,80,0.0,2.0,1400.0,1360.553846153846,268.92109399022496,65,3.0,4.0,0,102.52504540394868,https://www.propertyguru.com.my/condo/endah-regal-condominium-606
Petaling Indah Condominiums,277499.5,287393.4791666667,50418.37522669256,48,0.0,0.0,1100.0,1106.3191489361702,148.9770946813678,47,1.0,1.0,0,98.11809668946152,https://www.propertyguru.com.my/condo/petaling-indah-condominiums-608
Melawati Hillside Apartment,380000.0,388581.3953488372,32209.512214915165,43,0.0,0.0,1250.0,1237.5,64.9519052838329,8,0.0,0.0,0,81.42261594580512,https://www.propertyguru.com.my/condo/melawati-hillside-apartment-620
Desa View Towers Apartment,266839.0,274167.75,31966.795231732256,20,0.0,0.0,1050.0,1117.8181818181818,152.94432628296076,11,0.0,1.0,0,97.39992658457344,https://www.propertyguru.com.my/condo/desa-view-towers-apartment-619
Seri Duta I,1250000.0,1288315.7894736843,215534.8433503524,19,2.0,0.0,4300.0,4300.0,500.0,4,0.0,0.0,0,85.14851485148515,https://www.propertyguru.com.my/condo/seri-duta-i-616
Endah Ria,350000.0,382960.3653846154,81535.41851787924,104,0.0,1.0,1500.0,1459.0190476190476,191.7007082458229,105,0.0,0.0,0,106.08203677510608,https://www.propertyguru.com.my/condo/endah-ria-610
Desa Permai,600000.0,610989.8181818182,24753.290697007913,11,0.0,0.0,1950.0,1912.5,289.12583765550943,8,0.0,0.0,0,80.44554455445545,https://www.propertyguru.com.my/condo/desa-permai-614
Seri Duta II,1380000.0,1383333.3333333333,69442.22218666553,3,0.0,0.0,7000.0,7000.0,0.0,1,1.0,0.0,0,125.556033864256,https://www.propertyguru.com.my/condo/seri-duta-ii-617
Kemensah Villa Condominium,440000.0,451288.8888888889,157117.59534002576,45,2.0,0.0,1350.0,1375.0,82.915619758885,4,0.0,0.0,0,75.94509450945095,https://www.propertyguru.com.my/condo/kemensah-villa-condominium-621
Riana Green East,725000.0,778386.3636363636,288369.13810955844,88,0.0,3.0,3000.0,3380.4347826086955,1562.657931526949,23,3.0,0.0,0,102.42403550699898,https://www.propertyguru.com.my/condo/riana-green-east-636
Metroview Condominium,430000.0,446813.5593220339,74101.50495424347,59,5.0,0.0,1400.0,1441.9259259259259,191.88556117411656,81,1.0,8.0,0,80.58945429426664,https://www.propertyguru.com.my/condo/metroview-condominium-635
The Plaza Condominium,1450000.0,1499166.6666666667,191766.2784630175,12,2.0,0.0,4000.0,3885.714285714286,145.6862718169367,7,0.0,0.0,0,68.28269033799931,https://www.propertyguru.com.my/condo/the-plaza-condominium-632
The Residence Condominium,1325000.0,1362500.0,81967.98155377501,4,0.0,0.0,3500.0,3500.0,0.0,1,1.0,0.0,0,65.38389688025406,https://www.propertyguru.com.my/condo/the-residence-condominium-633
Villa Wangsamas,495000.0,529665.1623376623,137043.09078347086,154,17.0,15.0,1800.0,1849.551724137931,199.95427687812767,116,3.0,11.0,0,90.00900090009002,https://www.propertyguru.com.my/condo/villa-wangsamas-637
Desa Dua Aman Puri,270000.0,266178.53571428574,25683.589466653244,28,1.0,1.0,899.5,995.4090909090909,242.59368557526747,22,0.0,0.0,0,82.46241290795746,https://www.propertyguru.com.my/condo/desa-dua-aman-puri-1555
Mutiara Magna,200000.0,199458.29166666666,15829.74158948688,24,0.0,0.0,800.0,799.8823529411765,70.8775932011879,17,0.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/mutiara-magna-1556
Suria Jelatek Residence,498500.0,5302312.5,42719384.57263685,80,1.0,2.0,1950.0,1909.4594594594594,327.1163603694096,37,0.0,0.0,0,96.82512885190222,https://www.propertyguru.com.my/condo/suria-jelatek-residence-1564
The Park Residences,1280000.0,1313434.0487804879,340399.6067458739,123,0.0,1.0,4899.0,4916.4875,1133.285660080348,160,0.0,3.0,0,94.73623143564356,https://www.propertyguru.com.my/condo/the-park-residences-1561
Mandy Court,300000.0,309909.0909090909,15435.817529691045,11,0.0,0.0,1050.0,1050.0,0.0,1,1.0,0.0,0,86.63366336633663,https://www.propertyguru.com.my/condo/mandy-court-1557
Pangsapuri Sentul Utara,170000.0,188333.33333333334,29533.40857778225,3,0.0,0.0,1100.0,1100.0,100.0,2,2.0,0.0,0,160.16307513104252,https://www.propertyguru.com.my/condo/pangsapuri-sentul-utara-1558
i-Zen Kiara II,900000.0,1015740.02,606299.684785024,50,2.0,0.0,4800.0,4507.231884057971,905.9032828199634,138,0.0,10.0,0,132.01320132013203,https://www.propertyguru.com.my/condo/i-zen-kiara-ii-1559
Kiara Designer Suites,700000.0,745396.8253968254,113086.50147262812,63,2.0,2.0,2800.0,2824.5050505050503,367.5600514047111,99,0.0,4.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/kiara-designer-suites-1565
The Troika,2980000.0,4611983.5051546395,4326681.511218224,97,8.0,2.0,8000.0,9198.860215053763,4273.277243500005,186,15.0,0.0,0,66.44959797993222,https://www.propertyguru.com.my/condo/the-troika-1570
The Binjai,7250000.0,8056546.153846154,4996338.225158252,78,4.0,3.0,12888.0,12169.970149253732,2831.3356479491686,67,0.0,0.0,0,44.00136565380676,https://www.propertyguru.com.my/condo/the-binjai-1572
Sunway Vivaldi,3080000.0,2891301.724137931,697192.1267116773,58,0.0,17.0,10750.0,10742.857142857143,2461.8172591983903,42,0.0,0.0,0,86.39256782821138,https://www.propertyguru.com.my/condo/sunway-vivaldi-1575
Titiwangsa Sentral,568888.0,597181.7777777778,167938.59736059094,63,2.0,1.0,1974.0,1867.4414893617022,362.370537090108,188,0.0,10.0,0,85.88928952379706,https://www.propertyguru.com.my/condo/titiwangsa-sentral-1580
Binjai 8,850000.0,1036900.0,442997.3363351071,25,0.0,6.0,2500.0,2554.4094488188975,789.3799555609634,127,5.0,15.0,0,72.80139778683751,https://www.propertyguru.com.my/condo/binjai-8-1573
Parkview Service Apartment,527500.0,532732.1428571428,62921.29184017708,56,0.0,0.0,1700.0,1756.1785714285713,234.7326067756107,56,0.0,1.0,0,79.77101027638308,https://www.propertyguru.com.my/condo/parkview-service-apartment-1578
Verticas Residensi,1500000.0,1525000.0,390231.6619650435,64,0.0,0.0,5000.0,5138.1578947368425,1342.4709254190825,152,1.0,0.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/verticas-residensi-1568
St Mary Residences,1815000.0,23256222.85714286,174776079.15801796,70,7.0,0.0,5000.0,5293.977064220184,1671.6854606326108,218,2.0,14.0,0,68.18863704552273,https://www.propertyguru.com.my/condo/st-mary-residences-1567
Cormar Suite,731000.0,779252.7741935484,202327.8497080052,31,0.0,1.0,2000.0,2757.0,2743.1076245747267,25,1.0,1.0,0,67.72223049938373,https://www.propertyguru.com.my/condo/cormar-suite-1569
Panorama (KLCC),1500000.0,1417333.3333333333,293767.91969729244,57,3.0,9.0,4300.0,4141.528089887641,1094.9994416897416,89,0.0,0.0,0,70.95709570957096,https://www.propertyguru.com.my/condo/panorama-klcc-1571
One KL,3942000.0,4141466.3018867923,1572818.744004325,53,2.0,2.0,13000.0,12627.272727272728,1854.278055588756,55,0.0,0.0,0,81.62916748295834,https://www.propertyguru.com.my/condo/one-kl-1587
Continental Heights,499000.0,552046.7368421053,73865.04160030615,19,0.0,0.0,2500.0,2500.0,0.0,1,1.0,0.0,0,124.01039703168713,https://www.propertyguru.com.my/condo/continental-heights-1592
Bintang Goldhill,1004000.0,1531437.5,976938.4556325695,16,0.0,0.0,2600.0,3444.733333333333,3047.651499470079,45,2.0,2.0,0,64.10003550155811,https://www.propertyguru.com.my/condo/bintang-goldhill-1588
One Menerung,4500000.0,6487019.230769231,3217504.8133093193,65,0.0,5.0,14000.0,15178.125,5259.613284362423,48,2.0,6.0,0,77.00770077007701,https://www.propertyguru.com.my/condo/one-menerung-1586
1 Petaling,350000.0,352913.4166666667,61525.66056098282,36,0.0,1.0,1350.0,1328.7368421052631,204.99238550820246,19,0.0,0.0,0,95.47383309759547,https://www.propertyguru.com.my/condo/1-petaling-1590
Ceriaan Kiara,900000.0,944650.108433735,271502.37666593876,83,3.0,4.0,3500.0,3544.6428571428573,341.69725680216175,56,0.0,2.0,0,96.25962596259626,https://www.propertyguru.com.my/condo/ceriaan-kiara-1589
Maytower,320000.0,353096.5517241379,82023.70760212591,29,0.0,2.0,1300.0,1299.6567164179105,162.15871644953708,67,0.0,2.0,0,100.5569306930693,https://www.propertyguru.com.my/condo/maytower-1585
Aston Kiara 3,610000.0,876923.0769230769,415717.8150803113,13,0.0,0.0,2300.0,2029.5454545454545,586.5265806014814,22,0.0,2.0,0,93.3290050316507,https://www.propertyguru.com.my/condo/aston-kiara-3-1582
Platinum Hill PV 3,415000.0,412421.47933884297,23340.01794814694,121,0.0,5.0,1400.0,1385.0,100.12492197250393,20,1.0,1.0,0,83.50232613622806,https://www.propertyguru.com.my/condo/platinum-hill-pv-3-1595
Pantai Hillpark 2,450000.0,458787.8787878788,41617.12757533455,33,1.0,2.0,1750.0,1746.2962962962963,132.5853505160648,27,0.0,5.0,0,96.25962596259626,https://www.propertyguru.com.my/condo/pantai-hillpark-2-1632
Pantai Hillpark 5,385000.0,398146.91891891893,41926.45042463817,37,0.0,0.0,1700.0,1738.235294117647,160.44919643512773,17,0.0,0.0,0,109.2966439501093,https://www.propertyguru.com.my/condo/pantai-hillpark-5-1634
Hampshire Place,1100000.0,1256827.6923076923,711612.7156531776,65,4.0,1.0,2800.0,3094.9545454545455,874.462467476331,110,5.0,12.0,0,63.006300630063,https://www.propertyguru.com.my/condo/hampshire-place-1631
Pantai Hillpark 3,670000.0,700000.0,96824.58365518542,8,0.0,0.0,2200.0,2150.0,132.28756555322954,8,8.0,0.0,0,81.2767843948574,https://www.propertyguru.com.my/condo/pantai-hillpark-3-1633
Damansara Sutera,332500.0,331785.71428571426,7793.574014427998,14,0.0,1.0,1100.0,1200.0,234.5207879911715,8,1.0,0.0,0,81.88788803692398,https://www.propertyguru.com.my/condo/damansara-sutera-1657
Mutiara Residency,1210000.0,1166832.142857143,120946.63168867803,14,0.0,0.0,2000.0,2167.9508196721313,620.0085781064305,61,0.0,0.0,0,40.91318222731364,https://www.propertyguru.com.my/condo/mutiara-residency-1652
Apartmen Bukit Sri Bintang,240000.0,239714.2857142857,11360.511629754881,7,1.0,1.0,900.0,900.0,0.0,1,1.0,0.0,0,92.82178217821782,https://www.propertyguru.com.my/condo/apartmen-bukit-sri-bintang-1663
Desa Angkasa,1330000.0,1429555.5555555555,459638.2904248637,27,1.0,0.0,3500.0,3770.2702702702704,920.0073045729009,37,0.0,2.0,0,65.13809275664408,https://www.propertyguru.com.my/condo/desa-angkasa-1679
Quadro Residences,2200000.0,2736508.108108108,2666108.9953975375,37,3.0,1.0,7000.0,7206.086092715232,1689.4091601707503,151,1.0,5.0,0,78.75787578757875,https://www.propertyguru.com.my/condo/quadro-residences-1667
Villa Bukit Tunku,1250000.0,1300000.0,70710.67811865476,3,0.0,0.0,3900.0,3900.0,0.0,1,1.0,0.0,0,77.22772277227723,https://www.propertyguru.com.my/condo/villa-bukit-tunku-1687
Camellia Serviced Suites,600000.0,702129.0322580645,251934.93040292762,31,2.0,5.0,2200.0,2400.6372549019607,898.3710398709094,102,2.0,11.0,0,90.75907590759076,https://www.propertyguru.com.my/condo/camellia-serviced-suites-1689
Belvedere Condominium,1150000.0,1150000.0,0.0,1,1.0,0.0,3750.0,3750.0,250.0,2,2.0,0.0,0,80.71459319845027,https://www.propertyguru.com.my/condo/belvedere-condominium-1684
Lumayan Apartment (Bdr Tasik Permaisuri),359500.0,354357.14285714284,13334.204903486494,14,0.0,2.0,1200.0,1224.857142857143,177.0495722118756,14,3.0,2.0,0,82.62300499869181,https://www.propertyguru.com.my/condo/lumayan-apartment-bdr-tasik-permaisuri-1692
Platinum Victory Lake City PV 13,497500.0,532420.0,90833.60391397007,100,0.0,0.0,2000.0,1881.7142857142858,425.8891139897403,63,4.0,6.0,0,99.50743818100405,https://www.propertyguru.com.my/condo/platinum-victory-lake-city-pv-13-1678
Sri Bukit Tunku,990000.0,3778000.0,5611036.98080845,5,1.0,0.0,3500.0,3566.6666666666665,489.89794855663564,9,1.0,1.0,0,87.50875087508751,https://www.propertyguru.com.my/condo/sri-bukit-tunku-1686
Plaza Menjalara,520000.0,526282.6086956522,58669.54733504474,46,0.0,0.0,1700.0,1673.4117647058824,228.94696504380258,17,0.0,0.0,0,80.92155369383092,https://www.propertyguru.com.my/condo/plaza-menjalara-1699
Kristal Court Robson Heights,630000.0,630000.0,0.0,1,1.0,0.0,1800.0,1800.0,0.0,1,1.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/kristal-court-robson-heights-1701
Desa Eight,2160000.0,3189400.0,1687836.911552772,5,1.0,0.0,9000.0,9000.0,0.0,1,1.0,0.0,0,103.13531353135315,https://www.propertyguru.com.my/condo/desa-eight-1709
Sri Langit Kondominium,2100000.0,2168571.4285714286,87411.76309016201,7,0.0,0.0,6000.0,6375.0,581.8433351570392,12,0.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/sri-langit-kondominium-1708
Villa Puteri,530000.0,1984882.3529411764,1832635.6584840876,34,0.0,0.0,1850.0,1879.6904761904761,165.9445530025069,42,0.0,1.0,0,86.40014944890714,https://www.propertyguru.com.my/condo/villa-puteri-1718
The Vistana Residences,565000.0,576928.5714285715,87188.6004063394,28,0.0,0.0,1700.0,1750.9782608695652,220.609874934724,46,1.0,3.0,0,74.47647419609218,https://www.propertyguru.com.my/condo/the-vistana-residences-1719
The Palladium Condominium,450000.0,490357.14285714284,121911.33027319319,14,5.0,0.0,1800.0,1712.5,196.4529205687714,8,0.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/the-palladium-condominium-1721
Kondominium Bistari Begonia,430000.0,436666.6666666667,16996.73171197595,3,0.0,0.0,1800.0,1870.0,107.70329614269008,5,0.0,0.0,0,103.6150126640571,https://www.propertyguru.com.my/condo/kondominium-bistari-begonia-1714
Kirana Residence,2000000.0,2840000.0,1956823.0685831385,23,5.0,0.0,8500.0,10506.25,4986.916475889686,16,0.0,0.0,0,105.1980198019802,https://www.propertyguru.com.my/condo/kirana-residence-1725
Menara City One Condominium,700000.0,922142.8571428572,497133.6206038512,7,0.0,0.0,2000.0,2080.0,416.6533331199932,5,0.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/menara-city-one-condominium-1722
Intan Apartment (Setiawangsa),329000.0,339750.0,43074.78961062956,8,1.0,0.0,1400.0,1400.0,0.0,1,1.0,0.0,0,105.32968190436064,https://www.propertyguru.com.my/condo/intan-apartment-setiawangsa-1729
Sri Kia Peng,1560000.0,1633000.0,244624.20158275426,10,2.0,2.0,3600.0,3971.4285714285716,705.5176128494712,14,0.0,1.0,0,57.12109672505712,https://www.propertyguru.com.my/condo/sri-kia-peng-1733
D'Mayang,1290000.0,1268333.3333333333,270210.82304172957,18,0.0,0.0,2900.0,3247.6190476190477,847.7527984360981,21,0.0,2.0,0,55.645099393660296,https://www.propertyguru.com.my/condo/d-mayang-1724
Villa Putra,430000.0,511062.5,196403.2741421334,32,1.0,0.0,1600.0,1633.3333333333333,374.90739597339973,12,0.0,0.0,0,92.10223347916187,https://www.propertyguru.com.my/condo/villa-putra-1717
Kenanga Point,399999.0,445636.2727272727,81050.2855853764,11,0.0,0.0,1600.0,1589.2857142857142,262.66394297424137,28,1.0,0.0,0,99.01014851547029,https://www.propertyguru.com.my/condo/kenanga-point-1741
Villa Inai,879999.0,879999.0,0.0,1,1.0,0.0,2500.0,2500.0,0.0,1,1.0,0.0,0,70.31961186184517,https://www.propertyguru.com.my/condo/villa-inai-1737
Cheras Heights,595000.0,574833.3333333334,45278.45943590494,6,0.0,1.0,1600.0,1600.0,0.0,1,1.0,0.0,0,66.56127797653714,https://www.propertyguru.com.my/condo/cheras-heights-1730
Impian Kota,161500.0,161500.0,8500.0,2,2.0,0.0,1000.0,1000.0,0.0,1,1.0,0.0,0,153.26610060386844,https://www.propertyguru.com.my/condo/impian-kota-1738
Sri Kenny,1480000.0,1639185.1851851852,606299.8303026033,27,2.0,1.0,5800.0,6243.478260869565,1766.5555005388119,23,2.0,4.0,0,97.00294353759699,https://www.propertyguru.com.my/condo/sri-kenny-1732
Menara Belfield Condominium,465000.0,465000.0,35000.0,2,2.0,0.0,1600.0,1464.2857142857142,395.2524380644835,7,2.0,0.0,0,85.16980730331098,https://www.propertyguru.com.my/condo/menara-belfield-condominium-1739
